,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122
"['140152', '140299', '140410', '140473', '140504', '140508', '140551', '196456', '43199', '75032', '75033', '75034', '75035', '79082', '79083', '79084', '79085', '79086', '79087', '79088', '79089', '79090', '79091', '79092', '79093', '79094', '79095', '79096', '79097', '79098', '79099', '79100', '79101', '79102', '79103', '79104', '79105', '79106', '79107', '79108', '79109', '79110', '79111', '79112', '79113', '79114', '79115', '79116', '79117', '79118', '79119', '79121', '79122', '79123', '79124', '79125', '79126', '79127', '79128', '79129', '79130', '79131', '79132', '79133', '79134', '79135', '79136', '79137', '79138', '79139', '79140', '79141', '79142', '79143', '79144', '79145', '79146', '79147', '79148', '79149', '79150', '79151', '79152', '79154', '79156', '79157', '79158', '79159', '79160', '79161', '79172', '79173', '79174', '79175', '79176', '79177', '79179', '79180', '79181', '79182', '79183', '79186', '79187', '79188', '79189', '79190', '79191', '79202', '79203', '79204', '79205', '79206', '79207', '79208', '79209', '79210', '79211', '79232', '79233', '79234', '79235', '79236', '79237', '79238', '79239', '79240', '79241', '79242', '79243', '79244', '79245', '79246', '79247', '79249', '79250', '79251', '79350', '79353', '79356', '79359', '79362', '79365', '79368', '79371', '79374', '79377', '79560', '79563', '79566', '79569', '79572', '79575', '79578', '79581', '79584', '79587', '79830', '79833', '79836', '79839', '79842', '79845', '79848', '79851', '79854', '79857', '79860', '79920', '79923', '79929', '79932', '79935', '79938', '79941', '79944', '79947', '80010', '80011', '80012', '80013', '80014', '80015', '80016', '80017', '80018', '80019', '80040', '80041', '80042', '80043', '80044', '80045', '80046', '80047', '80048', '80049', '80070', '80160', '80164', '80168', '80172', '80176', '80180', '80184', '80188', '80192', '80196', '80200', '80204', '80208', '80216', '80220', '80228', '80232', '80236', '80240', '80244', '80248', '80252', '80256', '80260', '80264', '80268', '80272', '80276', '80280', '80281', '80282', '80283', '80284', '80285', '80286', '80290', '80291', '80292', '80293', '80294', '80295', '80296', '80297', '80298', '80300', '80301', '80302', '80303', '80304', '80305', '80306', '80307', '81120', '81123', '81126', '81129', '81132', '81135', '81138', '81141', '81144', '81147', '81151', '81154', '81157', '81160', '81163', '81166', '81169', '81172', '81175', '81183', '81186', '81189', '81192', '81195', '81198', '81201', '81204', '81207', '81210']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['142993', '142994', '142997', '142999', '143001', '143002', '143003', '143005', '143006', '143007', '143008', '143009', '143010', '143011', '143012', '143013', '143015', '143016', '143017', '143018', '143019', '143020', '143023', '143025', '143026', '143027', '143029', '143031', '143033', '143034', '143035', '143036', '143037', '143038', '143039', '143040', '143042', '143043', '143044', '143046', '143047', '143050', '143051', '143053', '143054', '143057', '143059', '143060', '143061', '143062', '143063', '143064', '143066', '143068', '143069', '143071', '143072', '143073', '143075', '143076', '143077', '143078', '143079', '143080', '143081', '143082', '143086', '143087', '88925', '88926', '88927', '88928', '88929', '88930', '88931', '88932', '88933', '88934', '88935', '88936', '88937', '88938', '88939', '88940', '88941', '88942', '88943', '88944']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['147280', '147281', '147282', '147283', '147284', '147285', '147286', '147287', '147288', '147289', '147290', '147291', '147292', '147293', '147294', '147295', '147296', '147297', '147298', '147299', '147300', '147301', '147302', '147303', '147304', '147305', '147306', '147307', '147308', '147309', '187617', '187618', '187630', '187635', '187645', '187650', '187679', '187700', '187702', '187703', '187706', '187710', '53983', '53987', '53991', '53995', '53999', '54003', '54007', '54011', '54015', '54019', '54023', '54027', '54031', '54035', '54039', '54043', '54047', '54051', '54055', '54059', '54063', '54067', '54071', '54075', '54079', '54083', '54087', '54091', '54095', '54099']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['147312', '147313', '147314', '147315', '147316', '147317', '147318', '147319', '147320', '147321', '147322', '147323', '147324', '147325', '147326', '147327', '147328', '147329', '147330', '147331', '147332', '147333', '147334', '147335', '147336', '147337', '147338', '147339', '147340', '147341', '147342', '147343', '147344', '147345', '147346', '147347', '147348', '147349', '147350', '147351', '147352', '147353', '147354', '147355', '147356', '147357', '147358', '147359', '147360', '147361', '147362', '147363', '147364', '147365', '147366', '147367', '147368', '147369', '147370', '147371', '186576', '186577', '186578', '186579', '186580', '186581', '186582', '186583', '186584', '186585', '186586', '186587', '186588', '186589', '186590', '186591', '186592', '186593', '186594', '186595', '186596', '186597', '186598', '186599', '186600', '186601', '186602', '186603', '186604', '186605', '186606', '186607', '186608', '186609', '186610', '186611', '186612', '186613', '186614', '186615', '186616', '186617', '186618', '186619', '186620', '186621', '186622', '186623', '186624', '186625', '186626', '186627', '186628', '186629', '186630', '186631', '186632', '186633', '186634', '186635', '186636', '186637', '186638', '186639', '186640', '186641', '186642', '186643', '186644', '186645', '186646', '186647', '186648', '186649', '186650', '186651', '186652', '186653', '186654', '186655', '186656', '186657', '186658', '186659', '186660', '186661', '186662', '186663', '186664', '186665', '186666', '186667', '186668', '186669', '186670', '186671', '186672', '186673', '186674', '186675', '186676', '186677', '186678', '186679', '186680', '186681', '186682', '186683', '186684', '186685', '186686', '186687', '186688', '186689', '186690', '186691', '186692', '186693', '186694', '186695', '42492', '44718', '53773', '53774', '53775', '53776', '53777', '53778', '53779', '53780', '53781', '53782', '53783', '53784', '53785', '53786', '53787', '53788', '53789', '53790', '53791', '53792', '53793', '53794', '53795', '53796', '53797', '53798', '53799', '53800', '53801', '53802', '58798', '58799', '58800', '58801', '58802', '58803', '58804', '58805', '58806', '58807', '58808', '58809', '58810', '58811', '58812', '58813', '58814', '58815', '58816', '58817', '58818', '58819', '58820', '58821', '58822', '58823', '58824', '58825', '58826', '58827', '86311', '86312', '86313', '86314', '86315', '86316', '86317', '86318', '86319', '86320', '86322', '86323', '86324', '86325', '86326', '86327', '86328', '86329', '86330', '86331', '86332', '86341', '86342', '86343', '86344', '86345', '86346', '86347', '86348', '86349', '86350', '86352', '86353', '86354', '86355', '86356', '86357', '86358', '86359', '86360', '86361', '86440', '86442', '86444', '86446', '86448', '86450', '86452', '86454', '86455', '86456', '86509', '86511', '86513', '86515', '86517', '86519', '86521', '86523', '86525', '86527', '86528', '86529', '86530', '86531', '86532', '86533', '86534', '86535', '86536', '86537', '86538', '86539', '86540', '86541', '86542', '86543', '86544', '86545', '86546', '86547', '86548', '86549', '86550', '86551', '86552', '86553', '86554', '86555', '86556', '86557', '86572', '86573', '86574', '86575', '86576', '86577', '86578', '86579', '86580', '86581', '86602', '86603', '86604', '86605', '86606', '86607', '86608', '86609', '86610', '86611', '86622', '86623', '86624', '86625', '86626', '86627', '86628', '86629', '86630', '86631', '86642', '86643', '86644', '86645', '86646', '86647', '86648', '86649', '86650', '86651', '86660', '86662', '86664', '86665', '86666', '86667', '86668', '86669', '86670', '86671', '86722', '86723', '86724', '86725', '86726', '86727', '86728', '86729', '86730', '86731', '86732', '86733', '86734', '86735', '86736', '86737', '86738', '86739', '86740', '86741', '86742', '86743', '86744', '86745', '86746', '86747', '86748', '86749', '86750', '86751', '86752', '86753', '86754', '86755', '86756', '86757', '86758', '86759', '86760', '86761', '86762', '86763', '86764', '86765', '86766', '86767', '86768', '86769', '86770', '86771']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['147376', '147377', '147378', '147379', '147380', '147381', '147382', '147383', '147384', '147385', '147386', '147387', '147388', '147389', '147390', '147391', '147392', '147393', '147394', '147395', '147396', '147397', '147398', '147399', '147400', '147401', '147402', '147403', '147404', '147405', '147406', '147407', '147408', '147409', '147410', '147411', '147412', '147413', '147414', '147415', '147416', '147418', '147419', '147420', '147421', '147422', '147423', '147424', '147425', '147426', '147427', '147428', '147429', '147430', '147431', '147432', '147433', '147434', '147435', '147436', '147437', '147438', '147439', '147440', '147441', '147442', '147443', '147444', '147445', '147446', '147447', '147448', '147449', '147450', '147451', '147452', '147453', '147454', '147455', '147456', '147457', '147458', '147459', '147461', '147462', '147463', '147464', '147465', '147466', '147467', '147468', '147469', '147470', '147471', '147472', '147473', '147474', '147475', '188105', '188134', '188149', '88497', '88498', '88499', '88500', '88501', '88502', '88503', '88504', '88505', '88506', '88507', '88508', '88509', '88510', '88511', '88512', '88513', '88514', '88515', '88516', '88518', '88519', '88520', '88521', '88522', '88523', '88524', '88525', '88526', '88527', '88529', '88530', '88531', '88532', '88533', '88534', '88535', '88536', '88537', '88538', '88539', '88540', '88541', '88543', '88544', '88545', '88546', '88547', '88548', '88549', '88550', '88551', '88552', '88553', '88554', '88555', '88556', '88557', '88558', '88559', '88589', '88590', '88591', '88592', '88593', '88594', '88595', '88596', '88597', '88598', '88599', '88600', '88601', '88602', '88603', '88604', '88605', '88606', '88607', '88608', '88609', '88610', '88611', '88612', '88613', '88614', '88615', '88616', '88617', '88618', '88619', '88620', '88621', '88622', '88623', '88624', '88625', '88626', '88627', '88628']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['147478', '147479', '147480', '147481', '147482', '147483', '147485', '147486', '147487', '147488', '147489', '147490', '147491', '147492', '147493', '147494', '147495', '147496', '147497', '147498', '147499', '147500', '147501', '147502', '147503', '147504', '147505', '147506', '147507', '147508', '147509', '147510', '147511', '147512', '147513', '147514', '147515', '147516', '147517', '147518', '147519', '147520', '147521', '147522', '147523', '147524', '147525', '147526', '147527', '147528', '147529', '147530', '147531', '147532', '147533', '147534', '147535', '147536', '147537', '147538', '147539', '147540', '147541', '147542', '147543', '147544', '147545', '147546', '147547', '147548', '147549', '147550', '147551', '147552', '147553', '147554', '147555', '147556', '147557', '147558', '147559', '147560', '147561', '147562', '147563', '147564', '147565', '147566', '147567', '147568', '147569', '147570', '147571', '147572', '147573', '147574', '147575', '147576', '147577', '8462', '8463', '87024', '87025', '87026', '87027', '87028', '87029', '87030', '87031', '87032', '87033', '87034', '87035', '87036', '87037', '87038', '87039', '87040', '87041', '87042', '87043', '87044', '87045', '87046', '87047', '87048', '87049', '87050', '87051', '87052', '87053', '87054', '87055', '87056', '87057', '87058', '87059', '87060', '87061', '87062', '87063', '87064', '87065', '87066', '87067', '87068', '87069', '87070', '87071', '87072', '87073', '87074', '87075', '87076', '87077', '87078', '87079', '87080', '87081', '87082', '87083', '87084', '87085', '87086', '87087', '87088', '87089', '87090', '87091', '87092', '87093', '87104', '87105', '87106', '87107', '87108', '87109', '87110', '87111', '87112', '87113', '87114', '87115', '87116', '87117', '87118', '87119', '87120', '87121', '87122', '87123', '87124', '87125', '87126', '87127', '87128', '87129', '87130', '87131', '87132', '87133']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['147582', '147583', '147584', '147585', '147586', '147587', '147588', '147589', '147590', '147591', '147592', '147593', '147594', '147595', '147596', '147597', '147598', '147599', '147600', '147601', '147602', '147603', '147604', '147605', '147606', '147607', '147608', '147609', '147610', '147611', '147612', '147613', '147614', '147615', '147616', '147617', '147618', '147619', '147620', '147621', '147622', '147623', '147624', '147625', '147626', '147627', '147628', '147629', '147630', '147631', '147632', '147633', '147634', '147635', '147636', '147637', '147638', '147639', '147640', '147641', '147642', '147643', '147644', '147645', '147646', '147647', '147648', '147649', '147650', '147651', '147652', '147653', '147654', '147655', '147656', '147657', '147658', '147659', '147660', '147661', '147662', '147663', '147664', '147665', '147666', '147667', '147668', '147669', '147670', '147671', '54103', '54104', '54105', '54106', '54107', '54108', '54109', '54110', '54111', '54112', '54113', '54114', '54115', '54116', '54117', '54118', '54119', '54120', '54121', '54122', '54123', '54124', '54125', '54126', '54127', '54128', '54129', '54130', '54131', '54132', '54133', '54134', '54135', '54136', '54137', '54138', '54139', '54140', '54141', '54142', '54143', '54144', '54145', '54146', '54147', '54148', '54149', '54150', '54151', '54152', '54153', '54154', '54155', '54156', '54157', '54158', '54159', '54160', '54161', '54162', '86773', '86774', '86775', '86776', '86777', '86778', '86779', '86780', '86781', '86782', '86783', '86784', '86785', '86786', '86787', '86788', '86789', '86790', '86791', '86792', '86793', '86794', '86795', '86796', '86797', '86798', '86799', '86800', '86801', '86802', '86834', '86835', '86836', '86837', '86838', '86839', '86840', '86841', '86842', '86843', '86844', '86845', '86846', '86847', '86848', '86849', '86850', '86851', '86852', '86853', '86854', '86855', '86856', '86857', '86858', '86859', '86860', '86861', '86862', '86863', '86876', '86877', '86878', '86879', '86880', '86881', '86882', '86883', '86884', '86885', '86886', '86887', '86888', '86889', '86890', '86891', '86892', '86893', '86894', '86895', '86900', '86901', '86902', '86903', '86904', '86905', '86906', '86907', '86908', '86909']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['147817', '147818', '147819', '147820', '147821', '147822', '147823', '147824', '147825', '147826', '147827', '147828', '147829', '147830', '147831', '147832', '147833', '147834', '147835', '147836', '147837', '147838', '147839', '147840', '147841', '147842', '147843', '147844', '147845', '147846', '147847', '147848', '147849', '147850', '147851', '147852', '147853', '147854', '147855', '147856', '147857', '147858', '147859', '147860', '147861', '147862', '147863', '147864', '147865', '147866', '147867', '147868', '147869', '147870', '147871', '147872', '147873', '147874', '147875', '147876', '250', '58666', '58667', '58668', '58669', '58670', '58671', '58672', '58673', '58674', '58675', '58676', '58677', '58678', '58679', '58680', '58681', '58682', '58683', '58684', '58685', '58686', '58687', '58688', '58689', '58690', '58691', '58692', '58693', '58694', '58695', '58696', '58697', '58698', '58699', '58700', '58701', '58702', '58703', '58704', '58705', '58706', '58707', '58708', '58709', '58710', '58711', '58712', '58713', '58714', '58715', '58716', '58717', '58718', '58719', '58720', '58721', '58722', '58723', '58724', '58725', '71369', '71370', '71371', '71372', '71373', '71374', '71375', '71376', '71377', '71378', '71379', '71380', '71381', '71382', '71383', '71384', '71385', '71386', '71387', '71388', '71389', '71390', '71391', '71392', '71393', '71394', '71395', '71396', '71397', '71398', '84', '86582', '86583', '86584', '86585', '86586', '86587', '86588', '86589', '86590', '86591', '86592', '86593', '86594', '86595', '86596', '86597', '86598', '86599', '86600', '86601', '86612', '86613', '86614', '86615', '86616', '86617', '86618', '86619', '86620', '86621', '86632', '86633', '86634', '86635', '86636', '86637', '86638', '86639', '86640', '86641', '86652', '86653', '86654', '86655', '86656', '86657', '86658', '86659', '86661', '86663', '86682', '86683', '86684', '86685', '86686', '86687', '86688', '86689', '86690', '86691', '86692', '86693', '86694', '86695', '86696', '86697', '86698', '86699', '86700', '86701', '86702', '86703', '86704', '86705', '86706', '86707', '86708', '86709', '86710', '86711', '86712', '86713', '86714', '86715', '86716', '86717', '86718', '86719', '86720', '86721', '86821', '86823', '86825', '86827', '86828', '86829', '86830', '86831', '86832', '86833', '86910', '86911', '86912', '86913', '86914', '86915', '86918', '86919', '86920', '86922', '86926', '86927', '86928', '86930', '86932', '86933', '86934', '86935', '86936', '86937', '86938', '86939', '86940', '86941', '86942', '86943', '86944', '86945', '86947', '86948', '86949', '86950', '86951', '86952', '86953', '86954', '86955', '86956', '86958', '86959', '86960', '86961', '86962', '86963', '86964', '86965', '86966', '86967', '86968', '86969', '86970', '86971', '86972', '86973', '86974', '86975', '86977', '86978', '86980', '86981', '86982', '86983', '86984', '86985', '86986', '86987', '86988', '86989', '86990', '86991', '86992', '86993', '86994', '86995', '86996', '86997', '86998', '86999', '87000', '87001', '87002', '87003', '87004', '87005', '87006', '87007', '87008', '87009', '87010', '87011', '87012', '87015', '87016', '87017', '87018', '87019', '87020', '87021', '87022', '87023', '87263', '87264', '87265', '87266', '87267', '87268', '87269', '87270', '87271', '87272', '87274', '87275', '87276', '87277', '87278', '87279', '87280', '87281', '87282', '87283', '87284', '87285', '87286', '87287', '87288', '87289', '87290', '87291', '87292', '87293', '87294', '87295', '87296', '87297', '87298', '87299', '87300', '87301', '87302', '87303', '87309', '87310', '87311', '87312', '87313', '87314', '87315', '87316', '87317', '87318', '87319', '87320', '87321', '87322', '87323', '87324', '87325', '87326', '87327', '87328', '87329', '87330', '87331', '87332', '87333', '87334', '87335', '87336', '87337', '87338', '87339', '87340', '87341', '87342', '87343', '87344', '87345', '87346', '87347', '87348', '87349', '87350', '87351', '87352', '87353', '87354', '87355', '87356', '87357', '87358', '87359', '87360', '87361', '87362', '87363', '87364', '87365', '87366', '87367', '87368']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['147937', '147938', '147939', '147940', '147942', '147943', '147944', '147945', '147946', '147947', '147948', '147949', '147950', '147951', '147952', '147953', '147954', '147955', '147956', '147957', '147958', '147959', '147960', '147961', '147962', '147963', '147964', '147965', '147966', '147967', '147968', '147969', '147970', '147971', '147972', '147973', '147974', '147975', '147976', '47039', '47040', '47041', '47042', '47043', '47044', '47045', '47046', '47047', '47048', '47049', '47050', '47051', '47052', '47053', '47054', '47055', '47056', '47057', '47058', '47059', '47060', '47061', '47062', '47063', '47064', '47065', '47066', '47067', '47068', '47069', '47072', '47075', '47078', '47081', '47084', '47087', '47090', '47093', '47096', '47099', '47102', '47105', '47108', '47111', '47114', '47117', '47120', '47123', '47126', '47129', '47132', '47135', '47138', '47141', '47144', '47147', '47150', '47153', '47156', '92316', '92317', '92318', '92319', '92320', '92321', '92322', '92323', '92324', '92325', '92326', '92327', '92328', '92329', '92330', '92331', '92332', '92333', '92334', '92335', '92336', '92337', '92338', '92339', '92340', '92341', '92342', '92343', '92344', '92345', '92346', '92347', '92348', '92349', '92350', '92351', '92352', '92353', '92354', '92355']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['148057', '148058', '148059', '148060', '148061', '148062', '148063', '148064', '148065', '148066', '148067', '148068', '148069', '148071', '148072', '148073', '148074', '148075', '148076', '148077', '148078', '148079', '148080', '148081', '148082', '148083', '148086', '148087', '148088', '148090', '148091', '148092', '148093', '148094', '148095', '148096', '148097', '148098', '148099', '148100', '148101', '148102', '148103', '148105', '148106', '148107', '148108', '148109', '148110', '148111', '148112', '148113', '148114', '148115', '148116', '148117', '148118', '148120', '148121', '148123', '148124', '148125', '148126', '148127', '148128', '148131', '148132', '148133', '148134', '148135', '148136', '148137', '148139', '148140', '148141', '148142', '148143', '148144', '148145', '148146', '148147', '148148', '148149', '148150', '148151', '148152', '148153', '148154', '148155', '148156', '148157', '148158', '148159', '148160', '148161', '148162', '148163', '148164', '148165', '148166', '148167', '148169', '148170', '148171', '148173', '148174', '148175', '4014', '61089', '61090', '61091', '61092', '61093', '61094', '61095', '61096', '61097', '61098', '61099', '61100', '61101', '61102', '61103', '61104', '61105', '61106', '61107', '61108', '61109', '61110', '61111', '61112', '61113', '61114', '61115', '61116', '61117', '61118', '84719', '84720', '84721', '84722', '84723', '84724', '84725', '84726', '84727', '84728', '84739', '84740', '84741', '84742', '84743', '84744', '84745', '84746', '84749', '84751', '84779', '84780', '84781', '84782', '84783', '84784', '84785', '84786', '84787', '84788', '84829', '84830', '84831', '84832', '84833', '84834', '84835', '84836', '84837', '84838', '84879', '84880', '84881', '84882', '84883', '84884', '84885', '84886', '84887', '84888', '84909', '84910', '84911', '84912', '84913', '84914', '84915', '84916', '84917', '84918', '84919', '84920', '84921', '84922', '84923', '84924', '84925', '84926', '84927', '84928', '84929', '84930', '84931', '84932', '84933', '84934', '84935', '84936', '84937', '84938', '84939', '84940', '84941', '84942', '84943', '84944', '84945', '84946', '84947', '84948', '84949', '84950', '84951', '84952', '84953', '84954', '84955', '84956', '84957', '84958', '84959', '84960', '84961', '84962', '84963', '84964', '84965', '84966', '84967', '84968', '84969', '84970', '84971', '84972', '84973', '84974', '84975', '84976', '84977', '84978', '85793', '85794', '85795', '85796', '85797', '85798', '85799', '85800', '85801', '85802', '85803', '85804', '85805', '85806', '85807', '85808', '85809', '85810', '85811', '85812', '85813', '85814', '85815', '85816', '85817', '85818', '85819', '85820', '85821', '85822', '85823', '85824', '85825', '85826', '85827', '85828', '85829', '85830', '85831', '85832', '85833', '85834', '85835', '85836', '85837', '85838', '85839', '85840', '85841', '85842', '85843', '85844', '85845', '85846', '85847', '85848', '85849', '85850', '85851', '85852', '85853', '85854', '85855', '85856', '85857', '85858', '85859', '85860', '85861', '85862', '85863', '85864', '85865', '85866', '85867', '85868', '85869', '85870', '85871', '85872', '85873', '85874', '85875', '85876', '85877', '85878', '85879', '85880', '85881', '85882', '85883', '85884', '85885', '85886', '85887', '85888', '85889', '85890', '85891', '85892', '85893', '85894', '85895', '85896', '85897', '85898', '85899', '85900', '85901', '85902', '85903', '85904', '85905', '85906', '85907', '85908', '85909', '85910', '85911', '85925', '85926', '85927', '85928', '85929', '85930', '85931', '85932', '85933', '85934', '85936', '85937', '85938', '85939', '85940', '85941', '85942', '85943', '85944', '85945', '85946', '85947', '85948', '85949', '85950', '85951', '85952', '85953', '85954', '85955', '85956', '85957', '85958', '85959', '85960', '85961', '85962', '85963', '85964', '85965', '85966', '85967', '85968', '85969', '85970', '85971', '85972', '85973', '85974', '85975', '86045', '86046', '86047', '86048', '86049', '86050', '86051', '86052', '86053', '86054', '86061', '86062', '86063', '86064', '86065', '86066', '86067', '86068', '86069', '86070', '86071', '86072', '86073', '86074', '86075', '86076', '86077', '86078', '86079', '86080', '97354', '97355', '97356', '97357', '97358', '97359', '97360', '97361', '97362', '97363', '97377', '97378', '97379', '97380', '97381', '97382', '97383', '97384', '97385', '97386', '97388', '97389', '97390', '97391', '97392', '97393', '97394', '97395', '97396', '97397']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['148519', '148521', '148523', '148533', '148539', '148540', '148544', '148550', '148551', '148552', '148554', '148555', '148556', '148561', '148562', '148571', '148573', '148578', '148579', '148584', '148588', '148987', '148989', '149000', '149003', '149008', '149012', '149024', '149028', '149030', '149033', '149034', '149036', '149037', '149046', '149047', '149048', '149061', '149062', '149066', '149069', '149071', '149075', '149084', '149088', '149104', '149105', '149109', '149119', '149123', '149126', '149130', '149138', '149139', '149141', '149147', '149150', '149156', '149158', '149161', '149168', '149183', '149184', '149185', '149186', '149187', '149188', '149189', '149190', '149191', '149192', '149193', '149194', '149195', '149196', '149197', '149198', '149199', '149200', '149201', '149202', '149203', '149204', '149205', '149206']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"['148776', '148843', '148853', '148858', '148872']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
